id,t,dTot,dFed,rFed,oFed,sFed,rLoc,unat,unatP
p3,0,0,0,0,20,0,0,0,0
p3,5,40,20,1,0,0,20,19,7
p3,6,40,20,3,0,0,20,17,14
p3,8,40,20,5,0,0,20,15,15
p3,13,40,20,8,0,0,20,12,8
p3,14,40,20,8,0,0,20,12,5
p3,18,40,20,9,0,0,20,11,11
p3,19,40,20,9,0,0,20,11,7
p3,20,40,20,9,0,0,20,11,2
p3,23,40,20,11,0,0,20,9,9
p3,24,40,20,11,0,0,20,9,8
p3,25,40,20,11,0,0,20,9,6
p3,28,40,20,16,0,0,20,4,4
p3,33,40,20,18,0,0,20,2,1
p3,34,40,20,18,0,0,20,2,2
p3,35,40,20,18,0,0,20,2,1
p3,38,40,20,18,0,0,20,2,0
p3,39,40,20,18,0,0,20,2,2
p3,43,40,20,19,0,0,20,1,0
p3,44,40,20,20,0,0,20,0,0
p3,600,37,17,20,3,0,17,0,0
p3,603,37,17,16,3,0,17,4,0
p3,604,37,17,13,0,0,20,4,1
p3,605,30,10,10,7,0,13,7,4
p3,606,18,0,8,17,0,3,7,4
p3,607,17,0,4,18,0,2,11,3
p3,608,17,0,1,18,0,2,14,3
p3,609,17,0,0,18,0,2,15,3
p3,610,17,0,0,6,5,14,3,3
p3,612,17,0,0,6,5,14,3,2
p3,614,17,0,0,6,5,14,3,1
p3,615,16,0,0,5,5,15,1,0
p3,616,15,0,0,5,4,15,0,0
p3,617,13,0,0,7,4,13,0,0
p3,618,11,0,0,9,4,11,0,0
p3,621,11,0,0,9,9,11,0,0
p3,622,10,0,0,10,9,10,0,0
p3,626,10,0,0,10,10,10,0,0
p3,628,8,0,0,12,10,8,0,0
p3,629,7,0,0,13,10,7,0,0
p3,630,6,0,0,14,10,6,0,0
p3,631,6,0,0,14,14,6,0,0
p3,635,4,0,0,16,14,4,0,0
p3,636,4,0,0,16,16,4,0,0
p3,640,3,0,0,17,16,3,0,0
p3,641,3,0,0,17,17,3,0,0
p3,645,1,0,0,19,17,1,0,0
p3,646,1,0,0,19,19,1,0,0
p3,651,1,0,0,19,19,1,0,0
p3,655,0,0,0,20,19,0,0,0
p3,656,0,0,0,20,20,0,0,0
p3,657,0,0,0,20,20,0,0,0
p3,692,0,0,0,20,20,0,0,0
p3,702,0,0,0,20,20,0,0,0
